id,key,name,text,pages,Group,platform,load,translated_text
509,building_surveyor.message.are_you_sure_you_want_to_delete_this_building_information,en,Are you sure you want to delete this building information?,building surveyor,message,mobile,f,के तपाईं यस भवनको जानकारी मेट्न चाहनुहुन्छ?
510,sewer_page.message.are_you_sure_you_want_to_delete_this_sewer_information,en,Are you sure you want to delete this sewer information?,sewer page,message,mobile,f,के तपाईं यस ढलको जानकारी मेट्न चाहनुहुन्छ?
511,building_surveyor.message.are_you_sure_you_want_to_remove_marker_number_1_from_the_map,en,Are you sure you want to remove marker number 1 from the map?,building surveyor,message,mobile,f,के तपाईं नक्साबाट अंक १ हटाउन चाहनुहुन्छ?
512,emptying_operator.label.bin,en,BIN,emptying operator,label,mobile,f,BIN
513,general.label.building,en,Building,general,label,mobile,f,भवन
514,building_surveyor.message.building_data_saved_to_local_storage,en,Building data saved to local storage,building surveyor,message,mobile,f,भवनको तथ्यांक स्थानिय भण्डारणमा सुरक्षित गरियो
515,sewer_page.label.building_identification_number,en,Building identification number,sewer page,label,mobile,f,भवन पहिचान नम्बर
516,utility_dashboard.heading.utility_dashboard,en,Utility Dashboard,utility_dashboard,heading,any,f,सुविधा ड्यासबोर्ड
517,utility_dashboard.countbox.road,en,Road,utility_dashboard,countbox,any,f,सडक
518,utility_dashboard.countbox.road_length_by_surface_type,en,Road Length by Surface Type (m),utility_dashboard,countbox,any,f,सडकको सतहको प्रकार अनुसार लम्बाइ (मी.)
519,utility_dashboard.countbox.total_length_of_road,en,Total length of Road (m),utility_dashboard,countbox,any,f,सडकको लम्बाइ (मी.)
520,utility_dashboard.countbox.road_length_by_width,en,Road Length by Width (m),utility_dashboard,countbox,any,f,सडकको चौडाई अनुसार लम्बाइ (मी.)
521,utility_dashboard.countbox.metalled,en,Metalled,utility_dashboard,countbox,any,f,पक्का
522,utility_dashboard.countbox.gravelled,en,Gravelled,utility_dashboard,countbox,any,f,ढुंगाले छापिएको
523,utility_dashboard.countbox.brick_paved,en,Brick Paved,utility_dashboard,countbox,any,f,ईटाले छापिएको
524,utility_dashboard.countbox.earthen,en,Earthen,utility_dashboard,countbox,any,f,माटो
525,utility_dashboard.countbox.greater_than_8,en,> 8 (m),utility_dashboard,countbox,any,f,८ मी. भन्दा चौड़ा सड़क
526,utility_dashboard.countbox.5_to_8,en,5 - 8 (m),utility_dashboard,countbox,any,f,५ - ८ (मी.)
527,utility_dashboard.countbox.3_to_5,en,3 - 5 (m),utility_dashboard,countbox,any,f,३ - ५ (मी.)
528,utility_dashboard.countbox.less_than_3,en,< 3 (m),utility_dashboard,countbox,any,f,३ मी. भन्दा सानो सड़क
529,utility_dashboard.countbox.unknown,en,Unknown,utility_dashboard,countbox,any,f,थाहा नभएको
530,utility_dashboard.countbox.road_length_by_hierarchy,en,Road Length by Hierarchy (m),utility_dashboard,countbox,any,f,श्रेणी अनुसार सडकको लम्बाइ (मी.)
531,utility_dashboard.countbox.strategic_urban_road,en,Strategic Urban Road,utility_dashboard,countbox,any,f,रणनैतिक शहरी सडक
532,utility_dashboard.countbox.feeder_road,en,Feeder Road,utility_dashboard,countbox,any,f,सहायक सडक
533,utility_dashboard.countbox.other_road,en,Other Road,utility_dashboard,countbox,any,f,अन्य सडक
534,utility_dashboard.countbox.sewer,en,Sewer,utility_dashboard,countbox,any,f,ढल
535,utility_dashboard.countbox.sewer_length_by_diameter,en,Sewer Length by Diameter (m),utility_dashboard,countbox,any,f,ढलको व्यास अनुसार लम्बाइ (मी.)
536,utility_dashboard.countbox.total_length_of_sewer,en,Total length of Sewer (m),utility_dashboard,countbox,any,f,ढलको लम्बाइ (मी.)
537,utility_dashboard.countbox.greater_than_300,en,> 300 (mm),utility_dashboard,countbox,any,f,> ३०० (मी.मी.)
538,utility_dashboard.countbox.160_to_300,en,160-300 (mm),utility_dashboard,countbox,any,f,१६० - ३०० (मी.मी.)
539,utility_dashboard.countbox.less_than_160,en,< 160 (mm),utility_dashboard,countbox,any,f,< १६० (मी.मी.)
540,utility_dashboard.countbox.drain,en,Drain,utility_dashboard,countbox,any,f,नाली
541,utility_dashboard.countbox.total_length_of_drain,en,Total length of Drain (m),utility_dashboard,countbox,any,f,नालीको लम्बाइ (मी.)
542,utility_dashboard.countbox.drain_length_by_diameter,en,Drain Length by Diameter (m),utility_dashboard,countbox,any,f,व्यासको प्रकार अनुसार नालीको लम्बाई (मी.)
543,utility_dashboard.countbox.drain_length_by_type,en,Drain Length by Type (m),utility_dashboard,countbox,any,f,भिन्न प्रकार अनुसार नालीको लम्बाई (मी.)
544,utility_dashboard.countbox.open,en,Open,utility_dashboard,countbox,any,f,खुला
545,utility_dashboard.countbox.closed,en,Closed,utility_dashboard,countbox,any,f,बन्द
546,utility_dashboard.countbox.drain_length_by_surface_type,en,Drain Length by Surface Type (m),utility_dashboard,countbox,any,f,सतहको प्रकार अनुसार नालीको लम्बाई (मी.)
547,utility_dashboard.countbox.lined,en,Lined,utility_dashboard,countbox,any,f,रेखांकित
548,utility_dashboard.countbox.unlined,en,Unlined,utility_dashboard,countbox,any,f,रहित
549,utility_dashboard.countbox.water_supply,en,Water Supply,utility_dashboard,countbox,any,f,खानेपानी आपूर्ति
